entry_date,entry_price,exit_date,exit_price,position_size,pnl
2021-02-19,129.99986511230466,2021-07-07,144.42543731689454,38,546.1717437744155
2021-10-04,139.27913938903808,2021-12-02,163.5962345123291,35,849.0983293151854
2022-01-20,164.67450450134277,2022-08-04,165.64418756103515,30,27.09049179077158
2022-09-30,138.33819694519042,2023-06-15,185.8239845123291,36,1707.4883524169927
2023-08-15,177.6274469451904,2023-11-20,191.25854695129394,28,379.67080017089904
